Datetime,ann1,ann2,ann3,ann4,ann5,ann6,ann7,ann8,ann9,ann10,obs
2014-04-09,194.37186,197.23838806152344,197.2333526611328,192.06292724609375,194.36366271972656,195.09207153320312,197.1515350341797,195.37449645996094,196.6121368408203,193.95797729492188,203.40186
2014-04-10,193.90923,197.1766357421875,196.85354614257812,192.63619995117188,194.1874237060547,194.68017578125,196.8904266357422,194.64700317382812,195.62844848632812,194.4779510498047,203.38737
2014-04-11,194.7901,197.6911163330078,197.44688415527344,192.6822509765625,194.4763641357422,193.61842346191406,197.56521606445312,195.14515686035156,196.544189453125,193.5182647705078,203.3729
2014-04-12,194.50403,195.04713439941406,194.7772979736328,192.5712127685547,193.62962341308594,193.0372772216797,194.81100463867188,193.61489868164062,194.09034729003906,193.78607177734375,203.35841
2014-04-13,193.06825,193.5438232421875,193.10861206054688,192.82354736328125,192.08460998535156,190.97988891601562,193.4384002685547,193.42478942871094,192.18472290039062,194.6753692626953,203.34393
2014-04-14,190.23717,190.74172973632812,189.239013671875,190.39202880859375,188.49757385253906,188.30763244628906,190.53594970703125,190.8418731689453,189.01332092285156,190.88856506347656,203.32947
2014-04-15,189.5993,190.0763702392578,188.29537963867188,190.626953125,186.33375549316406,183.9659881591797,188.53506469726562,188.79908752441406,188.07264709472656,192.24285888671875,203.31499
2014-04-16,191.32321,190.61044311523438,188.88787841796875,191.62863159179688,187.2940216064453,183.1155548095703,189.1240997314453,189.18301391601562,188.6095428466797,191.24728393554688,203.3005
2014-04-17,191.8576,189.6584930419922,188.9080352783203,193.15757751464844,186.48410034179688,179.32943725585938,188.83351135253906,189.9571990966797,188.83224487304688,194.5034942626953,203.28603
2014-04-18,191.24304,189.16238403320312,188.00694274902344,193.6695098876953,184.61480712890625,178.75253295898438,188.4981231689453,187.0155029296875,187.7458038330078,196.18751525878906,203.27155
2014-04-19,191.10371,188.3959197998047,187.37200927734375,192.82774353027344,184.06239318847656,177.3917694091797,188.02806091308594,186.59939575195312,186.76608276367188,197.8993377685547,203.25708
2014-04-20,190.05647,186.32064819335938,185.1894073486328,189.37380981445312,180.85855102539062,177.87884521484375,185.88478088378906,183.34107971191406,183.89898681640625,197.4827423095703,203.2426
2014-04-21,188.57613,186.64724731445312,184.94329833984375,188.32772827148438,178.19679260253906,175.70989990234375,185.6753692626953,184.18580627441406,184.235595703125,196.33531188964844,203.22812
2014-04-22,184.18616,187.70269775390625,185.08460998535156,186.70985412597656,178.20169067382812,176.9912109375,186.38143920898438,184.889892578125,184.27236938476562,190.93174743652344,203.21364
2014-04-23,181.37465,188.97488403320312,185.96737670898438,185.91290283203125,178.66712951660156,175.2019805908203,187.4174346923828,187.8634033203125,185.58377075195312,183.5924072265625,203.19916
2014-04-24,181.00735,187.49342346191406,185.41578674316406,183.8004913330078,178.55494689941406,177.8299560546875,186.5766143798828,186.88999938964844,184.2636260986328,187.30404663085938,203.18468
2014-04-25,184.7011,188.7871551513672,187.1781463623047,186.6499786376953,180.60586547851562,177.9339599609375,187.59518432617188,188.59104919433594,186.59230041503906,189.27810668945312,203.17023
2014-04-26,183.16322,188.51914978027344,186.9999237060547,183.27552795410156,179.80213928222656,180.9114532470703,186.75843811035156,187.7294921875,185.89158630371094,185.0681915283203,203.15575
2014-04-27,183.3235,189.72103881835938,187.99166870117188,184.36154174804688,180.05218505859375,181.7610321044922,187.743896484375,188.8922119140625,187.73068237304688,187.00372314453125,203.14127
2014-04-28,182.80052,190.1805877685547,188.1482696533203,184.48277282714844,179.79266357421875,184.4423370361328,188.87533569335938,187.9965057373047,187.34291076660156,186.30836486816406,203.12679
2014-04-29,184.11635,191.06527709960938,189.2749481201172,188.07818603515625,180.2449951171875,184.1888427734375,189.64715576171875,188.6179962158203,188.3471221923828,188.92320251464844,203.1123
2014-04-30,185.37122,191.14224243164062,189.5908203125,187.29823303222656,181.6784210205078,185.7510223388672,190.2284698486328,188.7126922607422,188.32513427734375,189.0498504638672,203.09784
2014-05-01,187.46004,192.29551696777344,191.56976318359375,187.17852783203125,183.91358947753906,184.9049530029297,191.33013916015625,192.28733825683594,190.36859130859375,192.1673126220703,203.08336
2014-05-02,185.73135,190.564697265625,190.48538208007812,182.32789611816406,182.4056854248047,185.97779846191406,189.8221435546875,190.9677276611328,189.55889892578125,189.6341094970703,203.06888
2014-05-03,185.84349,192.99472045898438,192.61676025390625,183.638671875,184.74224853515625,186.70816040039062,192.81011962890625,192.64828491210938,191.49307250976562,191.84092712402344,203.0544
2014-05-04,184.66164,192.6460723876953,191.8451385498047,181.39614868164062,184.55494689941406,188.51864624023438,192.15074157714844,191.0430908203125,190.9626922607422,188.17276000976562,203.03992
2014-05-05,185.48288,192.2515869140625,191.2234649658203,183.54153442382812,186.1441650390625,188.7404327392578,192.1377410888672,190.5107421875,190.87057495117188,189.7381591796875,203.02545
2014-05-06,185.5953,190.22030639648438,189.59365844726562,181.9333038330078,184.49464416503906,187.8350067138672,190.28688049316406,188.6920623779297,189.93154907226562,190.5117950439453,203.01097
2014-05-07,186.43205,192.22866821289062,191.61134338378906,184.22982788085938,184.43833923339844,187.11317443847656,191.8180694580078,191.58016967773438,191.47625732421875,190.33111572265625,202.99649
2014-05-08,184.8457,190.26531982421875,190.9402618408203,182.98660278320312,182.40948486328125,186.66427612304688,190.30165100097656,189.2911376953125,189.44346618652344,185.94851684570312,202.98201
2014-05-09,183.7416,188.14865112304688,188.71263122558594,183.5435028076172,182.16993713378906,186.5517578125,188.50338745117188,186.8701629638672,187.90431213378906,185.57054138183594,202.96753
2014-05-10,183.24521,186.20477294921875,185.48440551757812,184.66140747070312,180.6210479736328,185.755859375,185.74720764160156,185.53024291992188,185.93017578125,187.89781188964844,202.95308
2014-05-11,184.56868,188.35598754882812,187.28717041015625,186.88143920898438,181.86094665527344,184.5735626220703,187.8699493408203,189.45339965820312,187.0315704345703,184.78175354003906,202.9386
2014-05-12,182.70181,188.0279998779297,187.13076782226562,181.8539581298828,180.43348693847656,184.85061645507812,187.8855438232422,188.96783447265625,186.3700408935547,186.2499237060547,202.92412
2014-05-13,182.8626,191.5392608642578,190.3540802001953,181.48297119140625,181.67335510253906,184.5643768310547,191.5446014404297,190.87648010253906,188.5359344482422,189.57298278808594,202.90964
2014-05-14,182.70398,189.14271545410156,188.3925018310547,182.92620849609375,180.9864044189453,185.16134643554688,188.84654235839844,187.14791870117188,186.7370147705078,192.08071899414062,202.89516
2014-05-15,186.01256,191.5650177001953,190.34579467773438,186.03961181640625,184.20164489746094,186.4010772705078,191.7046661376953,190.2049102783203,189.83782958984375,188.49073791503906,202.88069
2014-05-16,184.83511,189.4684600830078,188.94619750976562,186.6055450439453,182.76263427734375,189.16526794433594,189.71031188964844,187.7459259033203,189.09568786621094,192.3399658203125,202.86621
2014-05-17,185.98796,193.79652404785156,191.80966186523438,187.27658081054688,184.18165588378906,189.6533660888672,193.6416473388672,191.78106689453125,190.6033477783203,194.70101928710938,202.85173
2014-05-18,184.5914,192.51048278808594,190.5991973876953,185.29019165039062,181.64532470703125,190.985595703125,191.3727264404297,188.46543884277344,188.1768035888672,191.5963592529297,202.3179
2014-05-19,187.1248,196.45645141601562,193.53025817871094,187.69573974609375,184.01939392089844,193.02989196777344,195.17233276367188,193.22781372070312,190.13827514648438,191.48281860351562,201.78406
2014-05-20,187.6465,192.76014709472656,191.31454467773438,188.1494903564453,182.79605102539062,194.0703125,192.62928771972656,191.54739379882812,188.32150268554688,191.01470947265625,201.25023
2014-05-21,188.61066,196.4783935546875,195.03634643554688,190.09957885742188,188.51536560058594,194.57188415527344,196.78201293945312,196.37625122070312,191.4401397705078,189.91439819335938,200.7164
2014-05-22,187.55095,192.5076446533203,192.2841033935547,189.0625,187.87754821777344,195.32801818847656,192.78125,192.89154052734375,190.3987274169922,188.45289611816406,200.18257
2014-05-23,190.78514,196.5948944091797,196.0296173095703,191.3094940185547,192.8754119873047,195.4152069091797,195.59197998046875,193.4077606201172,192.97337341308594,189.45114135742188,199.64874
2014-05-24,188.84383,195.39389038085938,195.5174560546875,187.9124298095703,190.9222412109375,194.8616485595703,193.67025756835938,192.63198852539062,192.3888702392578,190.77037048339844,199.1149
2014-05-25,190.24019,196.26718139648438,196.376953125,190.17506408691406,193.20704650878906,194.6333465576172,194.69728088378906,193.3587646484375,193.31661987304688,193.3565673828125,198.58107
2014-05-26,186.7405,195.2417755126953,195.99525451660156,186.2120819091797,191.4221954345703,193.82131958007812,194.48049926757812,192.10894775390625,192.818115234375,192.43199157714844,198.04724
2014-05-27,188.2843,195.41632080078125,195.25389099121094,187.0499725341797,193.63270568847656,193.177001953125,194.7523651123047,192.4503936767578,193.5633087158203,187.91421508789062,197.51341
2014-05-28,187.88095,193.14663696289062,193.96353149414062,187.40823364257812,192.70428466796875,192.10504150390625,192.53146362304688,192.06784057617188,193.10528564453125,186.531494140625,196.97957
2014-05-29,189.58752,195.5914764404297,195.5050811767578,188.36758422851562,194.57545471191406,191.2340850830078,195.19802856445312,193.612548828125,194.5791473388672,190.0892791748047,196.44574
2014-05-30,189.47227,197.15684509277344,196.91867065429688,188.94317626953125,194.74954223632812,191.53895568847656,196.62022399902344,193.88287353515625,195.83978271484375,191.5298614501953,195.91191
2014-05-31,193.11679,196.19117736816406,195.96482849121094,192.21292114257812,196.25616455078125,192.57373046875,195.77938842773438,195.0741729736328,195.74380493164062,194.06101989746094,195.37808
2014-06-01,193.27835,196.82882690429688,196.64053344726562,192.8304443359375,196.26657104492188,192.4248809814453,196.66909790039062,195.57777404785156,196.5452880859375,198.77224731445312,194.84424
2014-06-02,193.58661,196.65286254882812,196.19459533691406,193.10789489746094,195.58592224121094,192.25711059570312,196.5214080810547,196.19393920898438,196.46339416503906,198.58995056152344,194.31041
2014-06-03,190.54857,196.29904174804688,195.78240966796875,189.6207275390625,194.2755584716797,192.6850128173828,195.84616088867188,195.18882751464844,195.90420532226562,194.3645477294922,193.77658
2014-06-04,193.06708,197.0989990234375,196.45994567871094,192.7229461669922,194.23521423339844,192.84249877929688,196.6928253173828,194.84652709960938,195.58370971679688,193.09762573242188,193.24275
2014-06-05,192.80125,199.07769775390625,198.17678833007812,191.63397216796875,195.10235595703125,192.41761779785156,198.5101776123047,195.67852783203125,197.0286407470703,193.10855102539062,192.70891
2014-06-06,194.36646,198.83843994140625,197.9524688720703,191.59365844726562,196.2809295654297,192.26478576660156,198.08030700683594,196.76600646972656,197.621826171875,188.7064666748047,192.17508
2014-06-07,191.81203,199.35369873046875,199.04136657714844,189.723876953125,196.26556396484375,192.78358459472656,199.07235717773438,197.1558837890625,198.2938690185547,191.424560546875,191.64125
2014-06-08,194.72888,200.2728271484375,199.2818603515625,194.13961791992188,197.53109741210938,192.94456481933594,200.5434112548828,198.2430877685547,198.46925354003906,195.72817993164062,191.10742
2014-06-09,196.83112,200.9608612060547,200.22337341308594,193.62596130371094,196.8748016357422,193.4658203125,200.79879760742188,197.98155212402344,198.9169464111328,192.45736694335938,190.5736
2014-06-10,196.64838,199.48475646972656,199.03053283691406,193.04043579101562,197.85638427734375,193.30026245117188,199.4298858642578,196.8497772216797,197.3969268798828,190.8791961669922,190.03975
2014-06-11,192.1966,198.267822265625,198.09840393066406,190.1468505859375,195.64378356933594,194.06536865234375,198.3776092529297,196.22177124023438,196.4091339111328,194.37818908691406,189.50592
2014-06-12,191.59045,196.26223754882812,195.88746643066406,187.9793701171875,193.72540283203125,192.15130615234375,196.52777099609375,195.42962646484375,194.100830078125,189.87527465820312,188.97209
2014-06-13,190.85971,195.07789611816406,194.9278106689453,187.52061462402344,192.49298095703125,191.5294952392578,195.13697814941406,194.10537719726562,192.65501403808594,190.2554168701172,188.43826
2014-06-14,191.5359,194.97177124023438,194.14935302734375,189.65895080566406,192.73886108398438,190.6423797607422,194.3345947265625,194.46279907226562,191.5341339111328,192.0047149658203,187.90442
2014-06-15,188.85553,194.06932067871094,193.61190795898438,185.67227172851562,191.1855010986328,189.43772888183594,193.2521514892578,193.723876953125,191.57077026367188,190.27357482910156,187.37059
2014-06-16,189.34215,193.49598693847656,193.41053771972656,185.54385375976562,191.99574279785156,189.17218017578125,193.10289001464844,193.703369140625,192.07395935058594,192.47958374023438,186.83676
2014-06-17,190.18307,192.84677124023438,193.185302734375,186.36569213867188,190.4541778564453,188.58291625976562,192.67755126953125,192.25392150878906,191.97549438476562,192.1105499267578,186.30293
2014-06-18,193.72282,195.09739685058594,194.5718231201172,189.4403076171875,191.6263427734375,188.87164306640625,194.5577392578125,193.04884338378906,193.78248596191406,190.28648376464844,185.76909
2014-06-19,193.97395,195.07586669921875,194.84341430664062,189.14382934570312,191.66030883789062,188.69708251953125,194.637451171875,193.32696533203125,194.65576171875,190.97186279296875,186.07881
2014-06-20,192.6659,196.0551300048828,195.5244598388672,189.44200134277344,191.78868103027344,189.05609130859375,195.5565185546875,193.97816467285156,195.28395080566406,189.89993286132812,186.38852
2014-06-21,192.14758,196.32815551757812,195.8245391845703,189.93238830566406,191.36782836914062,189.32974243164062,195.57125854492188,193.1737518310547,195.38037109375,191.22775268554688,186.69824
2014-06-22,192.8778,197.2598419189453,196.7373046875,188.85804748535156,192.11264038085938,190.89268493652344,196.82766723632812,193.5747833251953,195.94802856445312,191.62681579589844,187.00797
2014-06-23,193.48457,197.12852478027344,196.84046936035156,189.92967224121094,192.14817810058594,192.24215698242188,196.28775024414062,193.31336975097656,196.1747589111328,191.59654235839844,187.31767
2014-06-24,195.38414,198.80804443359375,198.2839813232422,191.12493896484375,193.77719116210938,193.605224609375,198.0773468017578,195.1661834716797,197.13148498535156,194.48333740234375,187.6274
2014-06-25,194.95393,198.36341857910156,198.0384521484375,191.25076293945312,192.9668731689453,194.0401611328125,197.4751434326172,194.1141357421875,196.9910125732422,194.3523406982422,187.93712
2014-06-26,194.11536,199.9636688232422,199.294189453125,191.73501586914062,194.5142364501953,195.0395050048828,199.18589782714844,196.1671600341797,197.94784545898438,195.4596405029297,188.24683
2014-06-27,193.34113,198.65570068359375,198.32505798339844,192.12953186035156,193.0554656982422,195.0332794189453,197.62367248535156,193.70314025878906,196.85888671875,195.04705810546875,189.42572
2014-06-28,192.64691,200.19908142089844,199.4643096923828,190.55880737304688,195.1534881591797,195.42503356933594,199.2042694091797,195.71466064453125,197.74221801757812,194.1148681640625,190.60461
2014-06-29,193.90668,198.19180297851562,198.1969451904297,191.85340881347656,194.00216674804688,195.306884765625,196.8800506591797,194.12063598632812,196.87094116210938,194.564208984375,191.78351
2014-06-30,194.11317,200.5005340576172,199.74526977539062,190.0196533203125,195.46194458007812,195.6865997314453,199.3972930908203,196.62254333496094,198.00546264648438,195.84864807128906,192.96239
2014-07-01,194.91605,198.4609375,198.26956176757812,189.6356658935547,193.7107391357422,195.51519775390625,197.21327209472656,193.9221954345703,196.5813751220703,195.30419921875,194.14128
2014-07-02,195.09177,200.19944763183594,199.44747924804688,191.6761932373047,195.96295166015625,195.6665496826172,199.13824462890625,195.956298828125,197.8518829345703,196.20462036132812,195.32016
2014-07-03,194.29108,198.1556396484375,197.88800048828125,191.8631134033203,195.06202697753906,195.40489196777344,197.1064910888672,194.938232421875,196.9060821533203,196.79830932617188,196.49907
2014-07-04,194.34492,199.9501495361328,199.20111083984375,191.28692626953125,196.91419982910156,195.48333740234375,199.288330078125,196.99871826171875,198.11024475097656,198.2519989013672,197.67795
2014-07-05,194.91481,197.13238525390625,197.31626892089844,191.02349853515625,195.52975463867188,195.3204345703125,196.66322326660156,194.95567321777344,196.8989715576172,197.22129821777344,197.06529
2014-07-06,194.68765,199.27000427246094,198.7612762451172,189.83033752441406,196.64614868164062,195.75192260742188,198.83346557617188,196.00733947753906,197.7481689453125,196.03672790527344,196.45265
2014-07-07,192.83195,198.2941436767578,197.95741271972656,189.59815979003906,195.31497192382812,195.74490356445312,197.25648498535156,194.9775848388672,196.81478881835938,197.63543701171875,195.84
2014-07-08,191.79147,197.08152770996094,196.68893432617188,188.54075622558594,194.91680908203125,195.66831970214844,195.81396484375,194.63653564453125,195.69271850585938,196.64129638671875,195.22736
2014-07-09,191.26242,195.98934936523438,195.76092529296875,187.67872619628906,193.76365661621094,194.99661254882812,194.84580993652344,194.11477661132812,195.1931915283203,198.35633850097656,194.6147
2014-07-10,191.7201,196.6919708251953,196.18240356445312,187.75262451171875,194.5458984375,194.40028381347656,195.99319458007812,193.9065704345703,195.70571899414062,197.69772338867188,194.00204
2014-07-11,192.20393,196.30274963378906,196.0796356201172,187.0208740234375,193.83970642089844,193.1981201171875,195.5026092529297,192.7310028076172,195.22999572753906,194.3630828857422,193.3894
2014-07-12,191.97571,196.21743774414062,196.06430053710938,186.79083251953125,194.01791381835938,193.97483825683594,195.35302734375,193.6026153564453,195.31982421875,188.12966918945312,192.77675
2014-07-13,194.34558,197.18136596679688,196.95150756835938,187.83578491210938,194.6709442138672,193.5953826904297,196.34681701660156,194.36007690429688,195.95651245117188,190.87112426757812,188.78618
2014-07-14,192.66183,195.9244384765625,196.02194213867188,187.81980895996094,194.6996612548828,194.02696228027344,195.27688598632812,194.94195556640625,195.5610809326172,190.6611785888672,184.79561
2014-07-15,193.48479,195.99380493164062,196.24008178710938,189.92800903320312,194.5102081298828,193.93084716796875,195.6316680908203,195.33154296875,195.89610290527344,193.33837890625,180.80504
