Datetime,p47b8k2,p49b8k4,p51b8k6,p53b8k8,p55b8k10,p57b8k12,p59b8k14,p61b8k16,p63b8k18,p65b8k20,p67b8k22,p69b8k24,obs
2014-02-24,200.51906,199.4476318359375,198.13902282714844,196.72463989257812,198.21827697753906,194.94284057617188,194.47030639648438,195.94076538085938,196.3119354248047,193.12481689453125,198.6597137451172,194.98532104492188,203.46962
2014-02-25,199.14389,200.34326171875,199.5137481689453,196.9742431640625,197.5813446044922,194.9899444580078,194.85011291503906,196.1975860595703,197.0782012939453,194.1399688720703,198.53553771972656,195.8770294189453,203.71237
2014-02-26,200.71169,200.9774169921875,200.28143310546875,197.8629913330078,198.9928436279297,194.3384552001953,194.55816650390625,197.19674682617188,198.1027374267578,193.15325927734375,198.67633056640625,195.1424102783203,203.95511
2014-02-27,201.06688,200.63412475585938,199.3835906982422,197.22042846679688,197.4637908935547,193.82362365722656,194.36888122558594,197.7478485107422,198.3343505859375,193.39251708984375,200.46054077148438,194.63609313964844,204.19786
2014-02-28,201.57191,200.31336975097656,199.78359985351562,197.3556365966797,198.88442993164062,194.3748779296875,194.4985809326172,197.56503295898438,196.8996124267578,193.63804626464844,200.4182891845703,194.0614776611328,204.4406
2014-03-01,200.60901,200.20655822753906,198.99258422851562,196.29412841796875,198.30506896972656,194.72023010253906,194.17449951171875,196.265625,197.36846923828125,193.7761688232422,198.77438354492188,194.83348083496094,204.68335
2014-03-02,200.91057,200.85765075683594,198.115234375,198.2367706298828,199.96780395507812,195.36395263671875,194.28262329101562,196.2711639404297,197.9437713623047,194.1099090576172,198.99942016601562,195.55691528320312,204.9261
2014-03-03,200.51042,200.10385131835938,199.1699676513672,194.5503387451172,198.06588745117188,195.10421752929688,193.88897705078125,196.66128540039062,197.58665466308594,193.57275390625,200.35809326171875,195.8400421142578,205.16884
2014-03-04,200.39091,199.98585510253906,199.54063415527344,195.99888610839844,200.70155334472656,194.35879516601562,193.8497314453125,197.27256774902344,196.76585388183594,193.19825744628906,199.3798828125,195.51564025878906,205.41159
2014-03-05,199.42018,199.92713928222656,199.18202209472656,194.70408630371094,198.82913208007812,194.50125122070312,194.18441772460938,197.68942260742188,196.9866485595703,193.2804412841797,197.89064025878906,194.31491088867188,205.65433
2014-03-06,200.08682,200.2320556640625,199.62709045410156,196.3480987548828,199.28187561035156,194.87826538085938,194.4922332763672,196.8661651611328,197.77333068847656,192.7780303955078,197.75308227539062,195.97274780273438,205.89708
2014-03-07,199.75047,200.9657745361328,200.60556030273438,194.9435272216797,198.7057647705078,194.57598876953125,194.78321838378906,197.27780151367188,198.73614501953125,193.27841186523438,198.5514373779297,194.00003051757812,206.13982
2014-03-08,200.35638,200.94442749023438,200.54318237304688,197.6676025390625,200.62986755371094,194.8428955078125,195.29774475097656,198.0540008544922,198.62498474121094,193.60020446777344,198.83509826660156,195.39608764648438,206.38257
2014-03-09,200.46036,200.76760864257812,201.60775756835938,196.2135772705078,199.05360412597656,195.24850463867188,195.8409881591797,198.85520935058594,198.7521514892578,194.27528381347656,200.5561065673828,195.30801391601562,206.6253
2014-03-10,200.56367,201.52218627929688,201.76620483398438,196.48583984375,199.44937133789062,196.25067138671875,196.36480712890625,199.0197296142578,199.09117126464844,194.3459930419922,200.48919677734375,195.9083709716797,206.86806
2014-03-11,199.58969,201.7104034423828,201.45748901367188,196.43455505371094,199.2388458251953,195.89004516601562,195.60797119140625,198.80654907226562,199.29188537597656,194.19387817382812,199.4945831298828,195.56558227539062,207.1108
2014-03-12,201.14032,201.37522888183594,201.0072479248047,198.0765380859375,200.07843017578125,195.55174255371094,195.0609588623047,198.1192626953125,198.7561798095703,193.82801818847656,198.7255401611328,195.5213623046875,207.35355
2014-03-13,199.89818,200.22738647460938,201.03233337402344,196.32591247558594,199.41722106933594,195.2644805908203,194.61599731445312,197.4449920654297,197.9098663330078,193.36663818359375,199.339111328125,194.14585876464844,207.5963
2014-03-14,199.54976,199.54931640625,199.4459686279297,197.6439666748047,200.95111083984375,195.59866333007812,195.18516540527344,197.3011932373047,197.69151306152344,193.34786987304688,198.6893768310547,193.77920532226562,207.83904
2014-03-15,199.96335,199.96014404296875,199.4652862548828,197.23719787597656,200.05540466308594,195.9803009033203,195.6304931640625,197.5711669921875,198.5584716796875,193.42770385742188,198.37232971191406,194.83352661132812,208.08179
2014-03-16,200.552,199.33404541015625,198.4608917236328,198.44732666015625,199.8896942138672,195.9497833251953,195.53695678710938,197.8052215576172,198.9600372314453,193.07179260253906,198.02920532226562,195.45361328125,208.32452
2014-03-17,200.46452,198.8937530517578,197.99932861328125,197.7356414794922,199.21298217773438,196.1872100830078,195.8223114013672,197.59034729003906,199.68429565429688,193.281005859375,198.55213928222656,195.5323028564453,208.56728
2014-03-18,200.23141,197.74688720703125,196.6190185546875,199.0106964111328,198.47152709960938,196.7276153564453,196.28790283203125,197.83172607421875,198.9953155517578,193.84951782226562,198.84510803222656,195.12911987304688,208.81001
2014-03-19,199.86815,197.61431884765625,198.0988311767578,197.6901397705078,197.6407470703125,196.693603515625,196.1687469482422,198.43280029296875,199.04757690429688,193.9310302734375,199.35549926757812,194.79266357421875,209.05276
2014-03-20,200.6987,198.6177215576172,198.25149536132812,198.53897094726562,197.82228088378906,196.44847106933594,196.615478515625,199.91302490234375,199.15426635742188,194.42791748046875,199.76693725585938,195.3061065673828,209.29552
2014-03-21,200.33221,199.72679138183594,198.4306182861328,198.44505310058594,198.102294921875,196.44512939453125,196.9167938232422,200.36375427246094,199.75294494628906,194.57127380371094,200.01585388183594,195.67849731445312,209.53825
2014-03-22,200.71135,199.9366455078125,198.53399658203125,199.5345001220703,198.04615783691406,196.38719177246094,196.2679443359375,199.77304077148438,199.16705322265625,193.97657775878906,199.65042114257812,197.18019104003906,209.781
2014-03-23,200.70097,199.64984130859375,198.83193969726562,197.34283447265625,198.85623168945312,195.63543701171875,195.28067016601562,198.78924560546875,199.19972229003906,193.36630249023438,199.25294494628906,196.29238891601562,209.00171
2014-03-24,200.82913,200.1903533935547,199.26124572753906,198.37374877929688,199.66717529296875,196.38656616210938,195.8448944091797,198.87026977539062,198.98446655273438,193.42811584472656,199.5083770751953,195.4302978515625,208.2224
2014-03-25,200.16628,200.39443969726562,199.68983459472656,198.8470001220703,199.469482421875,196.1342315673828,196.01417541503906,198.18695068359375,198.68666076660156,193.92422485351562,198.5416717529297,195.215576171875,207.4431
2014-03-26,200.1224,199.80648803710938,197.5159149169922,198.57455444335938,197.59324645996094,195.3567352294922,195.8026123046875,197.0275421142578,198.2913055419922,193.9425048828125,198.05543518066406,193.7480926513672,206.6638
2014-03-27,199.0027,198.6682586669922,197.08201599121094,198.43902587890625,197.74581909179688,195.03958129882812,195.1597900390625,197.2279052734375,198.27040100097656,194.13694763183594,197.712646484375,193.60781860351562,205.8845
2014-03-28,199.1809,198.08175659179688,197.24163818359375,199.55653381347656,197.4136199951172,195.2061767578125,195.16796875,197.0980987548828,197.51304626464844,194.20506286621094,198.7810516357422,194.6583251953125,205.10521
2014-03-29,199.05882,198.1985626220703,196.80860900878906,198.74798583984375,196.813720703125,195.01060485839844,194.86964416503906,197.60806274414062,197.15426635742188,193.97164916992188,199.3515625,194.55079650878906,204.32591
2014-03-30,200.24551,198.58407592773438,196.4324188232422,199.2790985107422,196.3147735595703,194.92605590820312,194.85873413085938,197.5989532470703,198.0064239501953,194.2165069580078,200.2613525390625,194.0511016845703,203.54662
2014-03-31,199.9367,199.2447052001953,197.94879150390625,198.10630798339844,196.90928649902344,195.15731811523438,195.03414916992188,198.6170654296875,198.3973388671875,194.4827423095703,199.77081298828125,193.373291015625,203.53214
2014-04-01,200.46326,199.4423065185547,198.3986053466797,198.602294921875,197.24681091308594,194.76388549804688,195.35426330566406,198.39083862304688,198.01780700683594,194.12777709960938,199.3715057373047,193.4598388671875,203.51765
2014-04-02,200.43213,200.27452087402344,199.38845825195312,198.3617401123047,197.32205200195312,194.60772705078125,195.03280639648438,198.27841186523438,198.10513305664062,193.3886260986328,199.04261779785156,192.9502716064453,203.50317
2014-04-03,200.59004,200.7843475341797,199.55886840820312,197.19692993164062,197.87234497070312,194.72779846191406,194.7421417236328,197.24102783203125,198.6884307861328,192.76959228515625,199.77926635742188,194.8066864013672,203.48871
2014-04-04,199.8802,200.91952514648438,200.0589599609375,197.9013214111328,198.59130859375,194.3489227294922,194.97900390625,197.99847412109375,198.6875457763672,193.26788330078125,199.8985595703125,195.31365966796875,203.47423
2014-04-05,200.53212,200.99002075195312,200.3318328857422,197.76820373535156,199.57379150390625,194.9570770263672,195.9665069580078,199.7656707763672,198.84649658203125,194.33706665039062,200.0310516357422,195.8491668701172,203.45975
2014-04-06,199.89742,201.66636657714844,200.84742736816406,198.4873504638672,199.80775451660156,195.24586486816406,196.1684112548828,200.5582275390625,199.20599365234375,194.6229705810547,199.8449249267578,196.3411407470703,203.44527
2014-04-07,199.90482,201.1994171142578,199.9979705810547,198.04942321777344,199.88800048828125,195.60719299316406,195.75135803222656,198.96339416503906,198.82601928710938,194.426513671875,199.35330200195312,195.32688903808594,203.4308
2014-04-08,198.1207,199.3893280029297,198.27017211914062,196.76402282714844,198.31874084472656,194.6755828857422,194.50022888183594,197.5964813232422,197.36297607421875,193.33364868164062,198.9033660888672,194.3629150390625,203.41632
2014-04-09,198.25444,197.74072265625,196.01168823242188,195.441162109375,197.78529357910156,194.85191345214844,194.078125,196.5016326904297,197.21624755859375,193.52017211914062,198.54739379882812,194.0404815673828,203.40184
2014-04-10,196.7586,196.6405792236328,194.64187622070312,193.8593292236328,196.9824981689453,195.2471923828125,195.0038299560547,196.7538604736328,196.8550262451172,193.6322479248047,198.6548614501953,194.19216918945312,203.38736
2014-04-11,197.67807,196.62464904785156,194.07943725585938,193.9263916015625,195.14720153808594,194.8495635986328,194.9540252685547,195.7662811279297,196.84083557128906,193.66876220703125,199.11135864257812,193.66058349609375,203.3729
2014-04-12,196.17488,196.42172241210938,194.7611083984375,193.21267700195312,194.43685913085938,194.05877685546875,194.3566131591797,195.32180786132812,197.22731018066406,192.77511596679688,198.23963928222656,193.14767456054688,203.35841
2014-04-13,194.36057,197.34591674804688,194.4462890625,194.09507751464844,194.2111358642578,193.58499145507812,193.8975067138672,193.7162628173828,196.6606903076172,191.5953369140625,197.533447265625,191.20822143554688,203.34393
2014-04-14,187.9495,196.5895233154297,193.93423461914062,193.49325561523438,194.3136749267578,193.82713317871094,195.233642578125,188.56224060058594,191.87815856933594,190.08578491210938,194.58840942382812,189.1694793701172,203.32945
2014-04-15,190.27917,192.44729614257812,192.92074584960938,188.83670043945312,193.6411895751953,194.6463623046875,196.35586547851562,187.98118591308594,188.96578979492188,189.02194213867188,190.3596649169922,187.6147003173828,203.31499
2014-04-16,186.65302,192.8302001953125,194.01681518554688,185.210205078125,192.4225311279297,194.32101440429688,193.37783813476562,186.04766845703125,188.35198974609375,187.2601318359375,192.38539123535156,191.14149475097656,203.3005
2014-04-17,190.26045,191.57774353027344,192.4936065673828,184.9326934814453,191.3893585205078,192.77047729492188,191.74537658691406,187.88108825683594,187.06640625,188.00047302246094,190.44467163085938,190.74481201171875,203.28603
2014-04-18,186.20834,190.6675262451172,192.9284210205078,187.065185546875,189.55242919921875,190.7488250732422,190.11676025390625,186.4703369140625,187.98495483398438,189.01856994628906,191.85472106933594,190.53651428222656,203.27155
2014-04-19,187.8066,190.1145477294922,190.1842041015625,185.85179138183594,189.7035675048828,191.02252197265625,190.40151977539062,189.17068481445312,188.49424743652344,189.68341064453125,188.88015747070312,188.88340759277344,203.25708
2014-04-20,181.21887,190.76560974121094,190.15438842773438,185.57400512695312,191.2415008544922,193.223876953125,191.56143188476562,186.56179809570312,187.8571014404297,187.3942108154297,188.5562286376953,188.8377685546875,203.2426
2014-04-21,185.11287,187.39073181152344,189.81954956054688,187.0821075439453,190.6983184814453,192.24008178710938,190.0107879638672,186.60987854003906,184.03334045410156,185.73146057128906,184.4276123046875,186.8921661376953,203.22812
2014-04-22,181.05763,185.8877716064453,186.75711059570312,186.9298858642578,188.54161071777344,189.29490661621094,185.5184783935547,183.54098510742188,185.83436584472656,181.66708374023438,188.02516174316406,185.77548217773438,203.21365
2014-04-23,187.54216,185.0605010986328,184.30332946777344,185.8483428955078,186.79554748535156,184.40440368652344,181.18495178222656,187.00320434570312,188.33766174316406,184.3248748779297,188.81761169433594,184.77273559570312,203.19917
2014-04-24,182.06203,188.52430725097656,184.29351806640625,188.26795959472656,185.46902465820312,182.83001708984375,180.38217163085938,188.62486267089844,187.3975372314453,186.80027770996094,189.52835083007812,189.79342651367188,203.1847
2014-04-25,188.25523,189.798828125,190.0570068359375,188.03805541992188,186.60520935058594,182.18089294433594,181.41368103027344,191.74049377441406,187.0707244873047,186.85379028320312,185.8780975341797,189.82778930664062,203.17021
2014-04-26,184.79301,189.65679931640625,189.6416778564453,189.15794372558594,190.2184295654297,186.360595703125,186.21240234375,188.91795349121094,190.2115020751953,183.81222534179688,187.8357391357422,192.531982421875,203.15575
2014-04-27,189.77878,187.70578002929688,192.15467834472656,190.01364135742188,189.40625,183.63037109375,184.5250244140625,189.68069458007812,188.8800506591797,184.31285095214844,189.13742065429688,193.5888671875,203.14127
2014-04-28,185.30385,189.18167114257812,190.67471313476562,190.52041625976562,187.92376708984375,180.79119873046875,179.42088317871094,187.43435668945312,189.3492431640625,181.69741821289062,189.96548461914062,194.82603454589844,203.12679
2014-04-29,189.71176,190.3101348876953,190.8328399658203,188.5658721923828,187.98989868164062,175.23898315429688,174.68807983398438,189.523193359375,191.19903564453125,180.01539611816406,188.02642822265625,193.74560546875,203.1123
2014-04-30,187.47496,190.64080810546875,189.7185821533203,188.37071228027344,190.58023071289062,174.3828582763672,174.82916259765625,186.01925659179688,191.30430603027344,178.213134765625,190.65870666503906,193.08444213867188,203.09784
2014-05-01,191.00815,189.08058166503906,192.0829315185547,188.6224822998047,191.09178161621094,178.19244384765625,179.01605224609375,186.32339477539062,188.4041290283203,178.0172882080078,189.38055419921875,194.2777557373047,203.08336
2014-05-02,186.71613,188.94288635253906,189.08663940429688,188.5614013671875,193.16015625,186.563720703125,185.87130737304688,186.58778381347656,186.7717742919922,182.91844177246094,188.13882446289062,190.7350616455078,203.06888
2014-05-03,190.67023,187.9188995361328,189.74127197265625,190.2991180419922,191.33255004882812,187.139892578125,185.6951904296875,190.74212646484375,188.19337463378906,183.7163848876953,187.14541625976562,193.3507537841797,203.0544
2014-05-04,186.64716,189.3958282470703,191.49264526367188,190.56068420410156,192.2042694091797,184.086669921875,183.0119171142578,188.16380310058594,189.03152465820312,180.43020629882812,187.2341766357422,196.89939880371094,203.03993
2014-05-05,191.27542,190.85691833496094,193.6829071044922,189.7691192626953,192.1912078857422,182.4502410888672,182.31939697265625,191.2205047607422,188.87034606933594,179.0699920654297,188.6790008544922,191.19886779785156,203.02545
2014-05-06,189.54005,191.58352661132812,190.70558166503906,190.48619079589844,193.91136169433594,184.41000366210938,182.94540405273438,189.83642578125,190.11956787109375,178.99661254882812,191.7066192626953,186.97251892089844,203.01097
2014-05-07,192.11963,189.5187225341797,192.4250030517578,192.7245330810547,191.45875549316406,186.9635009765625,185.3754425048828,191.2902069091797,191.6282501220703,185.3884735107422,194.90628051757812,193.4329833984375,202.99649
2014-05-08,186.86421,189.38294982910156,191.2692413330078,192.51861572265625,191.1952667236328,190.2567596435547,188.7470703125,187.09765625,189.39108276367188,186.88546752929688,190.67144775390625,188.00668334960938,202.98203
2014-05-09,188.31966,188.89076232910156,190.4986572265625,189.32485961914062,190.06642150878906,188.50680541992188,187.7139434814453,187.0986328125,186.192626953125,186.32318115234375,188.87754821777344,184.986083984375,202.96754
2014-05-10,184.79239,190.42852783203125,188.03794860839844,186.23309326171875,187.57559204101562,187.92791748046875,187.5818328857422,185.7367401123047,182.65167236328125,185.99220275878906,189.2588653564453,187.21493530273438,202.95306
2014-05-11,186.30423,188.1626434326172,188.9193878173828,187.57911682128906,185.36463928222656,185.99447631835938,185.43345642089844,190.1465301513672,184.11093139648438,186.32054138183594,191.47854614257812,180.61158752441406,202.93858
2014-05-12,184.83717,187.5000762939453,187.1740264892578,188.32742309570312,188.05332946777344,185.585693359375,185.34226989746094,190.64834594726562,185.3590087890625,186.5660400390625,189.4379119873047,180.9265594482422,202.92412
2014-05-13,190.13887,186.24305725097656,186.9900360107422,192.45376586914062,186.42901611328125,184.1206512451172,184.70785522460938,190.8744659423828,187.45278930664062,185.96725463867188,189.83053588867188,188.30337524414062,202.90964
2014-05-14,183.06435,187.62428283691406,184.58425903320312,193.04803466796875,184.18478393554688,185.49179077148438,186.0947265625,188.3809814453125,186.10104370117188,186.7324981689453,187.4120635986328,183.1024627685547,202.89516
2014-05-15,188.85066,187.35267639160156,186.82492065429688,193.9788360595703,185.64830017089844,186.55819702148438,187.13986206054688,189.58282470703125,185.5581512451172,187.6702880859375,187.6673583984375,178.63417053222656,202.88068
2014-05-16,187.47763,187.79396057128906,189.70883178710938,194.32601928710938,187.8910675048828,189.72857666015625,190.38320922851562,189.93734741210938,186.0330810546875,189.04519653320312,188.19395446777344,183.02255249023438,202.86621
2014-05-17,190.61694,189.71360778808594,191.65576171875,191.67041015625,187.99412536621094,190.1072235107422,190.6553955078125,191.5328826904297,189.9728240966797,188.33164978027344,190.09925842285156,186.16131591796875,202.85173
2014-05-18,186.71657,191.73353576660156,190.6678466796875,193.49436950683594,190.76583862304688,190.11264038085938,191.4061279296875,190.7218017578125,190.2899627685547,189.49896240234375,190.1526336669922,184.28273010253906,202.3179
2014-05-19,191.35478,188.88221740722656,192.36605834960938,197.1894073486328,193.93190002441406,188.63291931152344,190.59805297851562,190.4595184326172,188.769775390625,191.00244140625,189.7740936279297,190.9114532470703,201.78407
2014-05-20,187.56494,189.23133850097656,190.68077087402344,195.8801727294922,194.2954864501953,187.59698486328125,189.43312072753906,191.0112762451172,186.0877685546875,190.9697723388672,191.06300354003906,186.4099578857422,201.25023
2014-05-21,188.94818,189.57809448242188,192.30116271972656,196.49354553222656,193.96478271484375,189.60202026367188,189.56521606445312,192.0275115966797,187.34722900390625,191.81103515625,192.4641571044922,187.86268615722656,200.7164
2014-05-22,189.03542,189.6761932373047,192.08631896972656,197.0201873779297,194.83705139160156,194.71031188964844,193.78028869628906,192.280517578125,189.72425842285156,192.4935760498047,191.68392944335938,193.10324096679688,200.18257
2014-05-23,192.52187,192.4290771484375,196.55862426757812,194.516845703125,196.20741271972656,193.87449645996094,192.68087768554688,194.86888122558594,194.1292724609375,192.0773468017578,193.0885772705078,194.37442016601562,199.64874
2014-05-24,191.17662,193.0480499267578,194.26637268066406,193.96737670898438,197.03292846679688,191.9641876220703,192.9529266357422,197.1047821044922,194.6798858642578,192.7709197998047,194.05609130859375,192.0196075439453,199.1149
2014-05-25,193.00206,192.2574005126953,194.11134338378906,194.9309844970703,198.8362579345703,192.97035217285156,194.54165649414062,197.54510498046875,193.89990234375,193.3627471923828,192.40185546875,194.92282104492188,198.58107
2014-05-26,193.65372,192.05508422851562,193.3209991455078,195.49864196777344,196.33274841308594,195.4626922607422,195.6424560546875,197.08998107910156,194.6839599609375,191.94912719726562,191.39743041992188,197.05442810058594,198.04724
2014-05-27,192.92223,192.30482482910156,193.5669403076172,195.9011993408203,197.11776733398438,194.8916778564453,194.61814880371094,195.00547790527344,196.2222900390625,190.35694885253906,193.96002197265625,195.791259765625,197.51341
2014-05-28,192.14897,191.4203643798828,193.970703125,196.02796936035156,197.046142578125,197.14352416992188,196.9183807373047,196.71324157714844,196.702392578125,192.18960571289062,196.0980682373047,194.51011657714844,196.97957
2014-05-29,194.27045,191.8964080810547,195.72943115234375,194.3752899169922,197.51402282714844,200.14764404296875,200.7928009033203,197.38131713867188,196.90443420410156,195.52012634277344,194.95132446289062,198.54246520996094,196.44574
2014-05-30,193.91313,193.2409210205078,195.00613403320312,194.82423400878906,195.09580993652344,199.0263214111328,199.07225036621094,199.00631713867188,196.97564697265625,195.32017517089844,196.69580078125,197.34425354003906,195.91191
2014-05-31,197.03186,196.38844299316406,195.8518829345703,194.78367614746094,197.283203125,196.18988037109375,196.32388305664062,198.45152282714844,198.30789184570312,193.19442749023438,195.54998779296875,198.9872589111328,195.37808
2014-06-01,196.8261,196.3500518798828,197.62982177734375,196.85675048828125,198.18157958984375,195.6875762939453,195.5628204345703,198.74063110351562,198.23963928222656,193.2458038330078,196.25254821777344,199.0209503173828,194.84425
2014-06-02,195.27855,195.0721435546875,195.03189086914062,195.35000610351562,196.56509399414062,197.04429626464844,195.9059295654297,196.94131469726562,198.35108947753906,193.77713012695312,195.42335510253906,198.4925537109375,194.31041
2014-06-03,194.37086,193.85496520996094,193.32591247558594,195.58172607421875,194.73379516601562,198.3004150390625,197.00320434570312,196.9320831298828,196.85275268554688,193.619873046875,195.88140869140625,195.86720275878906,193.77658
2014-06-04,194.68008,193.5288848876953,194.5454864501953,195.23849487304688,196.4552764892578,197.7467498779297,197.01185607910156,195.48556518554688,194.9876251220703,194.09701538085938,193.85369873046875,196.120849609375,193.24275
2014-06-05,196.02182,195.55140686035156,197.3219451904297,196.8274688720703,195.17848205566406,196.05223083496094,196.19631958007812,197.26953125,194.85690307617188,194.21163940429688,196.25474548339844,196.46527099609375,192.70892
2014-06-06,196.80057,197.39308166503906,196.02096557617188,194.96401977539062,196.59715270996094,194.9376983642578,195.845703125,196.82757568359375,195.5150604248047,193.82736206054688,196.16929626464844,192.99195861816406,192.17508
2014-06-07,195.13972,196.10330200195312,195.92576599121094,198.0366668701172,195.46519470214844,195.96401977539062,196.59429931640625,197.80018615722656,196.76116943359375,194.60491943359375,196.53330993652344,197.20851135253906,191.64125
2014-06-08,194.84332,195.16177368164062,196.35740661621094,196.6207275390625,196.3022918701172,195.3388671875,195.432373046875,196.66041564941406,196.16403198242188,193.92323303222656,193.6030731201172,195.9711456298828,191.10742
2014-06-09,196.22514,196.04139709472656,198.58944702148438,196.11546325683594,195.40145874023438,194.75759887695312,194.55563354492188,197.3553009033203,196.12754821777344,193.34414672851562,192.6853790283203,197.1630096435547,190.5736
2014-06-10,197.39726,196.3856964111328,197.41700744628906,196.46876525878906,195.7213592529297,195.8299102783203,196.0463409423828,196.57875061035156,195.392333984375,192.98411560058594,192.7022247314453,195.67677307128906,190.03976
2014-06-11,196.12015,194.81072998046875,194.91049194335938,195.71694946289062,193.9983673095703,195.6405029296875,195.91567993164062,196.3655242919922,195.91334533691406,193.7386016845703,194.40939331054688,194.95236206054688,189.50592
2014-06-12,192.79106,194.81910705566406,193.60830688476562,191.9403839111328,193.0341796875,194.41744995117188,195.0009307861328,194.36781311035156,194.9900360107422,194.13095092773438,192.12362670898438,192.16233825683594,188.97209
2014-06-13,193.5622,193.7592315673828,191.40994262695312,195.0780029296875,192.8739013671875,194.08486938476562,195.1854705810547,194.3807830810547,194.0750274658203,193.3970947265625,190.74105834960938,192.9499053955078,188.43826
2014-06-14,192.0365,190.60113525390625,189.77467346191406,191.9476318359375,191.59396362304688,194.1853485107422,194.23728942871094,192.4719696044922,191.2965087890625,192.77923583984375,191.16268920898438,191.6656951904297,187.90443
2014-06-15,191.36966,188.43505859375,188.57228088378906,192.40879821777344,191.04672241210938,193.63449096679688,193.85855102539062,193.19114685058594,191.2364501953125,192.97767639160156,192.98548889160156,190.11573791503906,187.37059
2014-06-16,192.91548,188.441650390625,188.04745483398438,192.602294921875,191.54293823242188,195.2247772216797,195.6778564453125,196.0428466796875,193.9317626953125,194.45083618164062,193.25820922851562,189.33187866210938,186.83676
2014-06-17,190.39812,189.37777709960938,188.672607421875,196.45330810546875,191.4177703857422,195.7605743408203,196.51223754882812,197.6483154296875,195.27825927734375,194.66070556640625,192.8136749267578,191.94921875,186.30293
2014-06-18,193.78853,191.42276000976562,192.82814025878906,193.19041442871094,190.3277587890625,194.62646484375,194.99227905273438,196.36929321289062,195.83822631835938,192.4340057373047,193.5666046142578,190.88360595703125,185.7691
2014-06-19,194.1769,191.96910095214844,193.22181701660156,193.6483917236328,192.69180297851562,194.32046508789062,194.44493103027344,195.84365844726562,195.5187225341797,191.59707641601562,193.665771484375,192.68466186523438,186.07881
2014-06-20,194.48999,192.8107452392578,195.3459014892578,193.58370971679688,194.45480346679688,193.61607360839844,194.1105499267578,195.33651733398438,196.47154235839844,192.46653747558594,195.2487335205078,193.90631103515625,186.38853
